# Role|Skill taxonomy from Kaggle job_skills_updated.xlsx
# 9444 entries, 5630 unique skills, 16 roles
Database Administrator|DB2 Data Propagator
Database Administrator|DB2 HADR
Database Administrator|DB2 Performance Tools
Database Administrator|DB2 z/OS
Database Administrator|DBA
Database Administrator|DBA Tools
Database Administrator|DBFS
Database Administrator|DBOps
Database Administrator|DCL
Database Administrator|DDL
Database Administrator|DG Broker
Database Administrator|DHCP
Database Administrator|DML
Database Administrator|DNS
Database Administrator|DRS
Database Administrator|Daily Operations
Database Administrator|Dashboard Creation
Database Administrator|Dashboard Development
Database Administrator|Dashboarding Tools
Database Administrator|Dashboards
Database Administrator|Data Access Management
Database Administrator|Data Accuracy
Database Administrator|Data Analysis
Database Administrator|Data Auditing
Database Administrator|Data Cleaning
Database Administrator|Data Cleansing
Database Administrator|Data Connections
Database Administrator|Data Consolidation
Database Administrator|Data Corruption Resolution
Database Administrator|Data Dictionaries
Database Administrator|Data Encryption
Database Administrator|Data Engineering
Database Administrator|Data Entry
Database Administrator|Data Extracts
Database Administrator|Data Flow
Database Administrator|Data Foundation
Database Administrator|Data Governance
Database Administrator|Data Guard
Database Administrator|Data Hygiene
Database Administrator|Data Integration
Database Administrator|Data Integrity
Database Administrator|Data Masking
Database Administrator|Data Migration
Database Administrator|Data Migration Planning
Database Administrator|Data Mirroring
Database Administrator|Data Modeling
Database Administrator|Data Operations
Database Administrator|Data Owner Review
Database Administrator|Data Platform Administration
Database Administrator|Data Platform Design
Database Administrator|Data Privacy
Database Administrator|Data Protection
Database Administrator|Data Pump
Database Administrator|Data Replication
Database Administrator|Data Reporting
Database Administrator|Data Security
Database Administrator|Data Sources
Database Administrator|Data Strategy
Database Administrator|Data Transfer
Database Administrator|Data Updating
Database Administrator|Data Validation
Database Administrator|Data Visualization
Database Administrator|Data Warehouse Architecture
Database Administrator|Data Warehousing
Database Administrator|Data-Warehouse Design
Database Administrator|Database Administration
Database Administrator|Database Architectural Guidelines
Database Administrator|Database Architecture
Database Administrator|Database Architecture Documentation
Database Administrator|Database Auditing
Database Administrator|Database Automation
Database Administrator|Database Backup
Database Administrator|Database Cloning
Database Administrator|Database Clusters
Database Administrator|Database Configuration
Database Administrator|Database Consolidation
Database Administrator|Database Creation
Database Administrator|Database Decommissioning
Database Administrator|Database Design
Database Administrator|Database Development
Database Administrator|Database Documentation
Database Administrator|Database Installation
Database Administrator|Database Installations
Database Administrator|Database Integrity
Database Administrator|Database Internals
Database Administrator|Database Maintenance
Database Administrator|Database Management
Database Administrator|Database Migration
Database Administrator|Database Migrations
Database Administrator|Database Mirroring
Database Administrator|Database Monitoring
Database Administrator|Database Observability
Database Administrator|Database Operations
Database Administrator|Database Optimization
Database Administrator|Database Patching
Database Administrator|Database Performance Monitoring
Database Administrator|Database Performance Optimization
Database Administrator|Database Performance Tuning
Database Administrator|Database Provisioning
Database Administrator|Database Refresh
Database Administrator|Database Replication
Database Administrator|Database Reporting
Database Administrator|Database SME
Database Administrator|Database Scaling
Database Administrator|Database Schema Design
Database Administrator|Database Security
Database Administrator|Database Security Management
Database Administrator|Database Standards
Database Administrator|Database Strategy
Database Administrator|Database Troubleshooting
Database Administrator|Database Upgrade
Database Administrator|Databases on Cloud
Database Administrator|Databricks
Database Administrator|Databricks Administration
Database Administrator|Databricks CLI
Database Administrator|Databricks Delta Tables
Database Administrator|Dataset Configuration
Database Administrator|Debugging and Troubleshooting
Database Administrator|Decision Making
Database Administrator|Decision-Making
Database Administrator|Decommissioning
Database Administrator|Delta Lake
Database Administrator|Denormalized Data Models
Database Administrator|Dependency Management
Database Administrator|Deployment Coordination
Database Administrator|Design Changes
Database Administrator|Desktops
Database Administrator|DevOps
Database Administrator|DevOps Support
Database Administrator|Device Security
Database Administrator|Diagnostics
Database Administrator|Dialer Administration
Database Administrator|Dimensions/Hierarchies
Database Administrator|Disaster Recovery
Database Administrator|Disaster Recovery (DR)
Database Administrator|Disaster Recovery Management
Database Administrator|Disaster Recovery Readiness
Database Administrator|Disk Configuration
Database Administrator|Disk Monitoring
Database Administrator|Distributed Database Systems
Database Administrator|Docker
Database Administrator|Documentation
Database Administrator|Documentation Skills
Database Administrator|Domo Administration
Database Administrator|Domo Content Governance
Database Administrator|Domo SaaS
Database Administrator|Duo
Database Administrator|Dynamics 365
Database Administrator|EBS Application Maintenance
Database Administrator|EBS Applications Administration
Database Administrator|EBS Configuration
Database Administrator|EBS Financial Modules
Database Administrator|EBS Log Files
Database Administrator|EC2
Database Administrator|ELT
Database Administrator|EMM
Database Administrator|ERP Database Management
Database Administrator|ESG Awareness
Database Administrator|ESXi
Database Administrator|ETL
Database Administrator|ETL Processes
Database Administrator|Economics
Database Administrator|Email Management
Database Administrator|Emerging Technologies
Database Administrator|Encryption
Database Administrator|End-Point Management
Database Administrator|End-User Support
Database Administrator|Enhancements
Database Administrator|Enterprise Data Mapping
Database Administrator|Enterprise IAM
Database Administrator|Entity Management
Database Administrator|Environment Automation
Database Administrator|Environment Management
Database Administrator|Environment Setup
Database Administrator|Epic Systems
Database Administrator|Essbase
Database Administrator|Ethics & Compliance
Database Administrator|Event Planning
Database Administrator|Exadata
Database Administrator|Exadata Appliances
Database Administrator|Exadata Cloud Service (ExaCS)
Database Administrator|Exadata Cloud at Customer (ExaCC)
Database Administrator|Exadata X7
Database Administrator|Exadata X8
Database Administrator|Exadata X9
Database Administrator|Exchange Rates Management
Database Administrator|Execution Plan Analysis
Database Administrator|Expense Reporting
Database Administrator|FHIR
Database Administrator|FND Utilities
Database Administrator|FNDCPASS
Database Administrator|FNDLOAD
Database Administrator|FRMCMP
Database Administrator|FX Rates
Database Administrator|Failover
Database Administrator|Failover Clustering
Database Administrator|Failover Strategies
Database Administrator|Failover Testing
Database Administrator|Family Pack
Database Administrator|Filters
Database Administrator|FinOps
Database Administrator|Finance
Database Administrator|Finance System Administration
Database Administrator|Financial Cycles
Database Administrator|Financial Reporting Systems Administration
Database Administrator|Financial Verification
Database Administrator|Firewall Technology
Database Administrator|Firewalls
Database Administrator|Flyway
Database Administrator|Forecasting
Database Administrator|Forms Services
Database Administrator|Front-End Development
Database Administrator|Functions
Database Administrator|GCP
Database Administrator|GCP Cloud SQL
Database Administrator|GCP Databases
Database Administrator|GCP)
Database Administrator|GDPR
Database Administrator|GDPR Compliance
Database Administrator|GI Patchset
Database Administrator|GL
Database Administrator|GRC Compliance
Database Administrator|General Ledger
Database Administrator|Git
Database Administrator|GitHub Actions
Database Administrator|GitLab
Database Administrator|GitOps
Database Administrator|Globals
Database Administrator|Go
Database Administrator|GoldenGate Replication
Database Administrator|Google Calendar
Database Administrator|Google Cloud
Database Administrator|Google Cloud Platform (GCP)
Database Administrator|Google Cloud SQL
Database Administrator|Google Drive
Database Administrator|Google Meet
Database Administrator|Google Workspace Administration
Database Administrator|Governance
Database Administrator|Governance Frameworks
Database Administrator|Grafana
Database Administrator|Grid
Database Administrator|Growth Projection
Database Administrator|HA
Database Administrator|HA Solutions
Database Administrator|HIPAA
Database Administrator|HIPAA Compliance
Database Administrator|HL7
Database Administrator|HTML5
Database Administrator|Hardware Components
Database Administrator|Hardware Management
Database Administrator|Healthcare Databases
Database Administrator|Healthcare Interoperability
Database Administrator|Helm
Database Administrator|Helm Charts
Database Administrator|High Availability
Database Administrator|High Availability (HA)
Database Administrator|High Availability EBS Architecture
Database Administrator|High Availability Systems
Database Administrator|Horizon VDI
Database Administrator|HubSpot
Database Administrator|Hybrid Cloud
Database Administrator|Hybrid Environments
Database Administrator|Hybrid IT Environments
Database Administrator|Hyperion Administration
Database Administrator|Hyperion Financial Reporting (HFR)
Database Administrator|Hyperspace
Database Administrator|I/O Monitoring
Database Administrator|IAM
Database Administrator|IBM DB2 LUW
Database Administrator|IFRS Rules Implementation
Database Administrator|IMS DB
Database Administrator|ISO
Database Administrator|ISO 27001
Database Administrator|ISO 27002
Database Administrator|IT Automation
Database Administrator|IT Infrastructure Management
Database Administrator|IT Project Management
Database Administrator|IT Trends
Database Administrator|ITIL
Database Administrator|ITIL Process
Database Administrator|ITIL Processes
Database Administrator|ITSM
Database Administrator|ITSM Tools
Database Administrator|IaaS
Database Administrator|Identity and Access Management (IAM)
